,port_name,recipient,region,commitment_year,aiddata_tuff_project_id,recommended_for_aggregates,umbrella,financier_country,implementation_start_year,completion_year,title,description,status,intent,flow_type,concessional,flow_class,funding_agencies,cofinancing_agencies,receiving_agencies,implementing_agencies,accountable_agencies,amount_constant_usd2021,latitude,longitude,osm_link,precision_level
75,Port of Bata,Equatorial Guinea,Africa,2007,1056,Yes,No,China (People's Republic of),2008,2014,China Eximbank provides EUR 267.75 million buyer’s credit loan for Bata Port Rehabilitation and Expansion Project (Linked to Project ID#484),"In 2006, China Eximbank and the Government of Equatorial Guinea signed a $2 billion oil-backed buyer’s credit facility agreement for various infrastructure projects (captured in Project ID#484). All subsidiary loans approved under this facility agreement carry the following terms: a 5.5% interest rate, 5 year maturity, and 2 year grace period.Then, in 2007, China Eximbank and the Government of Equatorial Guinea signed a subsidiary buyer’s credit loan agreement for the Bata Port Rehabilitation and Expansion Project. The proceeds of the loan were used by the borrower to finance an EUR 315 million commercial (EPC) contract with CCCC First Harbor Engineering Co. Ltd, which was signed on April 2, 2007. The estimated face value of loan is EUR 267.75 million (since other subsidiary buyer’s credit loans that were approved through the $2 billion oil-backed buyer’s credit facility were use to finance 85% of commercial contract costs). This project involved the restoration of an existing wharf, the construction of a new wharf and breakwater, and the acquisition and installation of machinery at the Port of Bata.CCCC First Harbor Engineering Co. Ltd -- a wholly owned subsidiary of China Communications Construction Co. Ltd. — was the contractor responsible for implementation. The project commenced on August 6, 2008 and it was completed in December 2014. It was officially inaugurated on July 30, 2019.",Completion,Mixed,Loan (excluding debt rescheduling),No,OOF-like,Export-Import Bank of China (China Eximbank),,Government of Equatorial Guinea,CCCC First Harbor Engineering Company Ltd.|China Road & Bridge Corporation (CRBC)|Government of Equatorial Guinea,,659359407.1,1.81983183,9.74928995,https://www.openstreetmap.org/relation/9102676,precise
76,Port of Buenaventura,Colombia,South America,2018,54629,Yes,No,China (People's Republic of),0,0,Bank of China and ICBC contribute to $140 million syndicated loan for Buenaventura Port Construction PPP Refinancing Project,"In August 2010, Sociedad Portuaria Terminal De Contenedores De Buenaventura (TCBuen) — a special purpose vehicle and joint venture — signed a $157 million financing package with a group of banks for Phase 1 of the Port of Buenaventura Development Project. The financing package consisted of a 13-year A loan from the World Bank's International Finance Corporation ( IFC), a 13-year B loan from Costa Rica's regional infrastructure financing corporation CIFI, and two 10-year loans from banks Banco Espirito Santo and WestLB. IFC and the Central American Mezzanine Infrastructure Fund (CAMIF) also provided a joint 10.5-year C loan.The first phase of the $224 million project involved the construction of a new international container terminal — including a 440 meter berth, two ship-to-shore gantry cranes, seven rubber-tired gantry cranes (RTGs) and ancillary facilities — in the Port City of Buenaventura at the Aguacate Marsh before the Cascajal Island. The container terminal is located in Buenaventura’s urban area, 2.4 kilometers away from the existing terminal of Sociedad Portuaria Regional de Buenaventura. Upon completion, the terminal was expected to provide approximately 268,000 twenty foot equivalent units (“TEUs”) in operational capacity and only handle containers.Then, in 2014, TCBuen secured a second financing package for the second phase of the project. The total cost of Phase 2 was $157.9 million and it was financed in part with a $25 million A loan from the IFC and a $65 million B loan from a syndicate of banks. The purpose of Phase 2 was to expand and modernize the Port of Buenaventura and increase its capacity to 610,000 TEUs. Then, in 2018, TCBuen signed a $140 million syndicated secured term loan facility agreement with four banks — Banco Santander, SA; Bank of China (Luxembourg) SA Stockholm Branch; Industrial and Commercial Bank of China Limited Seoul Branch; and Banco Sabadell SA, Miami Branch — to refinance its existing debts from the project’s construction phase (Phase 1).Construction of the container terminal began in August 2008. Maritime operations began on January 27, 2011. The expansion of the terminal began in 2014. This project has been a subject of local controversy. On December 10, 2009, a local coalition of community councils – Proceso de Comunidades Negras - Regional Palenque El Congal1 (“PCN”) – requested the assistance of the Office of the Compliance Advisor/Ombudsman (CAO) on behalf of community members in Buenaventura to address alleged impacts on vulnerable afro-Colombian communities of the Malecón Project. When the CAO pointed out that the Malecón Project was a Governmental Initiative not funded by IFC and had no apparent link with the IFC-funded private sector TCBuen Project in a different area of Buenaventura, the PCN, together with Fundación Huellas y Rostros del Sentir Humano “Garífuna”, submitted a second version of the complaint describing impacts of TCBuen on its neighboring communities. Signatories raise concerns about ensuring proper consultations with ethnic minorities such as themselves, ensuring community participation in decision-making, protecting their cultural and social ways of life, and guaranteeing access to project information.",Implementation,Commercial,Loan (excluding debt rescheduling),Vague,OOF-like,Bank of China (BOC)|Industrial and Commercial Bank of China (ICBC),"Banco de Sabadell, S.A.|Banco Santander, S.A. (Santander Group)",Sociedad Portuaria Terminal de Contenedores de Buenaventura SA,,,76289482.35,3.88703603,-77.067859,https://www.openstreetmap.org/relation/14867482,precise
77,Port of Cabinda,Angola,Africa,2016,66866,Yes,No,China (People's Republic of),0,0,CDB provides $56 million loan Cabinda Maritime Passenger Terminal Rehabilitation Project (Linked to Project ID#66847),"In December 2015, China Development Bank and the Government of Angola signed a $15 billion oil prepayment facility agreement (see Project ID#66847). All of the subsidiary loans approved through this facility have a 12 year maturity. One of the subsidiary loans approved through the facility agreement was a $56 million loan in 2016 for the Cabinda Maritime Passenger Terminal Rehabilitation Project (see 'Minister of Finance pledges payment of structuring works in Cabinda'). The proceeds of this loan were used by the borrower to partially finance a $70,000,000 commercial contract with China Gezhouba Group Company, Limited (CGGC). This project involves the rehabilitation of a transshipment and distribution center for marine cargo (or “maritime passengers terminal”) in the city of Cabinda. CGGC is the contractor responsible for implementation (see 'Cabinda: 28 percent of maritime passengers terminal works done'). As of October 2017, this project had achieved a 28% completion rate and it had a scheduled completion date sometime between June and July 2018 (see 'Cabinda: 28 percent of maritime passengers terminal works done' and 'Angola: 28% of Cabinda maritime passengers terminal works done').See Project ID#65751 for other construction projects financed through the 2015 CDB facility.",Implementation,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,China Development Bank (CDB),,Government of Angola,China Gezhouba Group Company Ltd. (CGGC)|Government of Angola,,66125052.47,-5.5511034,12.1956689,https://www.openstreetmap.org/way/234796859,precise
78,Port of Cabinda,Angola,Africa,2016,73658,Yes,No,China (People's Republic of),0,2019,CDB provides $38 million loan for Breakwater at Cabinda Port Project (Linked to Project ID#66847 and #65751),"On December 9, 2015, China Development Bank (CDB) entered into a $15 billion facility agreement with the Government of Angola (see Project ID#66847). The facility is an oil prepayment facility with repayments being serviced through receivables from a designated oil contract. The facility agreement has a maturity of 12 years and its availability period expired on December 9, 2017. One of the subsidiary loans approved through this facility was a $38 million loan in 2016 for the Breakwater at Cabinda Port Project. The proceeds of this loan were used to finance a $65 million commercial contract with China Gezhouba Group Company, Limited (CGGC). The project involved the construction of a breakwater at the Port of Cabinda. The project reportedly entered implementation in 2016 and finished around 2018.See Project ID#65751 for other construction projects financed through the 2015 CDB facility.",Implementation,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,China Development Bank (CDB),,Government of Angola,China Gezhouba Group Company Ltd. (CGGC)|Government of Angola,,44870571.32,-5.5511034,12.1956689,https://www.openstreetmap.org/way/234796859,precise
79,Port of Caio,Angola,Africa,2016,68708,Yes,No,China (People's Republic of),0,0,China Eximbank provides $932 million buyer's credit loan for Port of Caio Construction Project,"On November 29, 2016, China Eximbank and the Government of Angola entered into a $932 million loan (facility) agreement for the Port of Caio Construction Project. The facility has a maturity of 15 years, and the Government of Angola is not required to make any repayments under the facility until the end of the disbursement period, which ends sixty months after the effective date of the facility (meaning the grace period is 5 years). The Government of Angola did not issue a sovereign guarantee for the loan, but China Export & Credit Insurance Corporation (Sinosure) provided an export credit insurance policy for the facility and Eximbank provided 85% of the premium. The proceeds of the loan were used to finance up to 85% of the price of a commercial contract between Caioporto, S.A. and China Road and Bridge Corporation (CRBC).Caioporto, S.A. is a special purpose vehicle (SPV) established and owned by the Government of Angola’s Sovereign Wealth Fund (Fundo Soberano de Angola) for the financing, construction and management of a deep-water commercial port in the village of Caio within Cabinda Province.  The only equity in this project was provided by a $180 million investment from Angola's Fundo Soberano de Angola (FSDEA) and an unknown investment amount by Quantum Global Group, an investment group founded by Swiss-Angolan Jean-Claude Bastos de Morais.The Port of Caio Construction Project is being implemented in multiple phases.  The first phase involves the construction a 630 meter seaport wall, a 2 km bridge and access pier to the seaport terminal with 2km length, a 180 meter access channel, and a 200 meter-wide, 14 meter-deep docking basin.  The second phase involves the construction of a 200 meter-wide, 18 meter-deep access channel and a docking pier that is 1,130 meters long and 16 meters deep with the capacity to dock 4 large ships simultaneously and welcome some of the world’s largest ships.  Upon completion, the port will have the capacity to move about 60 containers per hour.  The project will cover an area of over 2,500 hectares, where customs facilities, workshops with port support and ship repair services, warehouses and commercial establishments will be built.Phase 1 construction began in June 2017; however, as of March 2022, no funds had been disbursed through the China Eximbank facility agreement.Then, on May 30, 2018, the contract for the project was halted by Presidential Order No. 66/18, effectively terminating the execution of the port project between Caioporto, S.A. and Angola’s Ministry of Transport. A year later, Presidential Order No. 166/19 halted the commission for the termination of the port project (in effect, undoing Presidential Order No. 66/18 and reactivating the project) and authorized the Angolan Minister of Transport to grant one of the port terminals of Porto do Caio to Caioporto, S.A. to guarantee the implementation of the project. Presidential Order No. 166/19 also made Caioporto, S.A. entirely owned by the Government of Angola’s Sovereign Wealth Fund (Fundo Soberano de Angola) after Jean-Claude Bastos de Morais (who was removed from his position at Fundo Soberano de Angola on suspicions of financial mismanagement) returned his assets to the Angolan Government.Construction was halted again in early 2020 due to the COVID-19 pandemic but it resumed in August 2020. Dredging activity resumed on September 13, 2022.",Implementation,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,Export-Import Bank of China (China Eximbank),,Government of Angola,"Angola Ministry of Transportation|Caioporto, S.A.|China Road & Bridge Corporation (CRBC)",China Export & Credit Insurance Corporation (Sinosure),1100509802.0,-5.4782222,12.2267763,https://www.openstreetmap.org/way/977011440#map=15/-5.4784/12.2266,precise
81,Port of Dar es Salaam,Tanzania,Africa,2012,23231,No,No,China (People's Republic of),0,0,China Eximbank pledges $587.35 million loan for Dar es Salaam Container Terminal Expansion Project,"In 2009, a master plan study of Dar es Salaam Port was undertaken. It found that the port needed two more berths to handle container traffic. Then, on April 15, 2010, the Tanzania Port Authority and CCCC signed a memorandum of understanding (MoU) for a feasibility study. It was carried out in May 2010 and established a scope of work for the Dar es Salaam Container Terminal Expansion Project (or Dar es Salaam Harbor Upgrade Project). This project would involve the construction of two more berths (13 and 14), the dredging of an entrance channel, and the creation of a container stacking yard to better handle container traffic. The Government of Tanzania subsequently submitted a loan application to China Eximbank.Circa 2012, the Export-Import Bank of China agreed — at least in principle — to issue a $587.35 million concessional loan to the Government of Tanzania for the Dar es Salaam Container Terminal Expansion Project. The borrowing terms of the loan included a 2% interest rate and a 20 year maturity. The proceeds of the loan were to be used to finance approximately 85% of the total cost of a $691 million commercial contract. The Government of Tanzania would be responsible for finance the remaining 15%.However, in 2013, the CCCC contract was cancelled on overpricing grounds and a Congolese company known as Impala Africa was selected as the new contractor responsible for project implementation. Ephraim Mgawe, Director General of the TPA, was later sentenced to five years imprisonment in January 2017 for the fraudulent awarding of the Dar es Salaam Harbor Upgrade Project to the China Communications Construction Company, Ltd, in order to secure a China Eximbank loan. CCCC later brought litigation against the Tanzania Port Authority over the contract. It took the position that the Permanent Secretary of the Ministry of Transport decided to call for new tenders before termination of the contract and awarded the tender to contractors other than the CCCC on grounds that the Ministry of Transport had been directed by the Public Procurement Regulatory Authority not to deal with the company as it was among those banned by the World Bank.The World Bank, DFID, and TPA eventually stepped in to finance this project. In June 2017, CHEC signed a $154 million commercial contract to implement the World Bank-financed project. Project implementation commenced in July 2017. The project was officially completed and handed over to the local authorities on November 11, 2019.",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China (China Eximbank),,Government of Tanzania,"China Communications Construction Co., Ltd. (CCCC)|Tanzania Port Authority",,689621471.7,-6.8356178,39.2925969,https://www.openstreetmap.org/way/277786153#map=16/-6.8420/39.2960,boundary not clear
83,Port of Goubet,Djibouti,Africa,2012,30346,Yes,No,China (People's Republic of),2013,2017,China Eximbank provides RMB 426 million government concessional loan for Djibouti Assal Lake Salt Export Terminal Project at the Port of Goubet,"On November 11, 2012, the Chinese Government and the Government of Djibouti signed a preferential loan framework agreement for the Djibouti Assal Lake Salt Export Terminal Project at the Port of Goubet. Then, on November 19, 2012, China Eximbank and Djibouti’s Ministry of Finance signed an RMB 426,000,000 (FDJ 11,400,000,000/$63,998,908) government concessional loan (GCL) agreement for the Djibouti Assal Lake Salt Export Terminal Project at the Port of Goubet. The borrowing terms of the GCL were as follows: a 7.5-year maturity, a 5-year grace period, a 2.5% interest rate, a 0.5% management fee, and a 0.5% commitment fee. According to Djibouti’s Ministry of Economy, Finance, and Industry, the GCL (loan) had achieved a 20.8% disbursement rate as of 2014 ($13,354,884 out of $63,998,908) and it ultimately achieved a 82.4% disbursement rate (FDJ 9,388,000,000 out of FDJ 11,400,000,000).The cargo facility at the Port of Goubet was designed to facilitate the export of salt and gypsum deposits from Lake Assal, the world’s largest undeveloped salt reserve and the second most saline body of water on Earth after Don Juan Pond in Antarctica. This project sought to create a port with a depth of 14 meters, and a terminal bulk carrier located 17 meters from the extraction zone. The project also involved the rehabilitation of a 8.4 km road connecting the terminal to the extraction zone. The Port of Goubet is located 40 km south of the Gulf of Goubet, and its construction was designed to help Djibouti export 5 million tons of salt annually to Southeast Asian countries. China Harbor Engineering Company Ltd., a subsidiary of China Communications Construction Company Ltd., was the contractor responsible for project implementation. Construction began on November 7, 2013, and the President of Djibouti inaugurated the mineral port on June 22, 2017.  The completion of this project paved the way for a longer-term commercial investment by China Harbor Engineering Company Ltd. and China Communications Construction Company Ltd.. In 2015, CCCC Resource — a joint venture of Overseas Business Department of China Communications Construction Company Ltd. and China Harbor Engineering Company Ltd. — purchased a 65% equity stake in Djibouti Salt Investment Company (吉布提鹽業投資公司 or SIS). Then, on August 22, 2017, the Government of Djibouti and Djibouti Salt Investment Company signed a concession agreement, which granted Djibouti Salt Investment Company the exclusive rights to develop and extract salt and bromine resources from Lake (Lac) Assal and develop a salt chemical (sodium bromide) industrial park for 50 years. Lake Assal reportedly contains around 2 billion tons of salt minerals that had previously been harvested only in small quantities through traditional methods.There are some indications that the China Eximbank loan for the Djibouti Assal Lake Salt Export Terminal Project at the Port of Goubet may have financially underperformed vis-a-vis the original expectations of the lender. According to the International Monetary Fund (IMF), the stock of the Government of Djibouti's external arrears -- including arrears to China, Belgium, Spain, Iran, Italy, Saudi Arabia, and UAE -- stood at $107 million in March 2020. Then, in May 2020, a Debt Sustainability Analysis (DSA) by the World Bank and the IMF concluded that Djibouti was at a high risk of debt distress. Then, on November 29, 2022, the South China Morning Post reported that the Government of Djibouti had suspended debt service payment to China Eximbank. Djibouti’s Ministry of Economy, Finance, and Industry responded to the South China Morning Post report by releasing a public statement on December 7, 2022. The statement by the Ministry of Economy, Finance, and Industry noted that the Government of Djibouti had honored 85% of its loan repayment obligations in 2022. It also acknowledged that, as part of the Debt Service Suspension Initiative (DSSI), China Eximbank agreed to suspend principal and interest payments due in 2020 and 2021 under multiple loan agreements, and that the Government of Djibouti’s debt service obligations tripled with the expiration of DSSI. Then, in 2023, Djibouti’s Ministry of Economy, Finance, and Industry published a report, which identified the Government of Djibouti’s total arrears to China as being equivalent to DJF 24,104,000,000 ($135,285,797) as of December 31, 2022.",Completion,Development,Loan (excluding debt rescheduling),Yes,ODA-like,Export-Import Bank of China (China Eximbank),,Djiboutian Ministry of Economy and Finance,"China Harbour Engineering Co., Ltd. (CHEC)",,79284522.3,11.5354025,42.520562, https://www.openstreetmap.org/relation/11199579,precise
84,Port of Lobito,Angola,Africa,2010,63957,Yes,No,China (People's Republic of),2008,2013,China Eximbank provides loan for Lobito Port Restoration and Extension Project,"In 2010, the $1.2 billion Lobito Port Restoration and Extension Project was financed with support from China Eximbank. The monetary value of China Eximbank’s contribution is unclear (see ''Modernisation and extension of Lobito port in Angola to cost US$1.2 billion'' and ''口行为非洲八国融资过哪些大项目'' and ''走进非洲 | 进出口银行的安哥拉足迹'' and ''CREATING MARKETS IN ANGOLA'' and ''2012年10月29日至11月1日,商务部李金早副部长率领商务部代表团以及部分国资委企业代表、中国进出口银行和开发银行等金融机构代表等共33人对安哥拉进行了''). Construction began on July 3, 2008 and was undertaken by China Harbour Engineering Company (CHEC). The project was completed on November 30, 2013. A handover ceremony for the project was held on December 11, 2013 (see ''Angola: Lobito Port Expansion Project Completed''). However, the port is reportedly not yet fully operational. Also, shore cranes are reportedly not working, and stevedoring is done by cranes with a low productivity of 12 moves per hour per vessel (see ''CREATING MARKETS IN ANGOLA''). Porto do Lobito is managed and operated by Empresa Portuária do Lobito (EPLo). The Lobito port was refurbished in anticipation of the completion of the Benguela railway for the export of copper and other minerals from Zambia and the DRC.",Completion,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),Export-Import Bank of China,,Government of Angola,"China Harbour Engineering Co., Ltd.|Government of Angola",,0.0,-12.348227,13.5488451,https://www.openstreetmap.org/way/191362907,precise
87,Port of Moroni,Comoros,Africa,2018,57664,No,No,China (People's Republic of),0,0,China Road & Bridge Corporation tasked with the deep-water port project in Moroni worth roughly 65 billion Comoros Francs,"On March 22nd, 2018, the Vice President in charge of the Ministry of Transport and Spatial Planning and the General Manager of the Chinese company China Road and Bridge Corporation (CRBC) signed a contract for the construction of a deepwater port on the current site of the port of Moroni. The project is expected to cost roughly 65 billion Comoros Francs. The site was decided upon after a feasibility study done by CRBC. (http://crfimmadagascar.org/en/infrastructure-critique-maritimepetrole-et-gaz/media-comores-port-de-moroni-plus-de-65-milliards-construction-dun-port-eau-profonde/). The project is expected to take two years for completion but no start date has been established yet (Port de Moroni : Plus de 65 milliards pour la construction d’un port en eau profonde). On March 22, 2018, a feasibility study was conducted, and the site of the current Moroni harbor is chosen for the construction of the new deep-water port.Though multiple sources indicate that Chinese funding is certainly involved, no specific details have been uncovered.",Pipeline: Pledge,Mixed,Loan (excluding debt rescheduling),Yes,OOF-like,China Road & Bridge Corporation (CRBC),,Government of Comoros,China Road & Bridge Corporation (CRBC),,170052293.6,-11.705466,43.247852,https://www.openstreetmap.org/way/144754155,precise
88,Port of Nacala,Mozambique,Africa,2017,57652,Yes,No,China (People's Republic of),2017,0,Industrial and Commercial Bank of China contributes $200 million to syndicated loan for Nacala Corridor Railway and Port Project,"In November 2017, a group of banks provided a syndicated loan of $2.73 billion to Corredor Logístico Integrado De Nacala SA — a project company and special purpose vehicle owned by Vale (85% equity stake) and Mitsui (15% equity stake) — for the Nacala Corridor Railway and Port Project. This loan carries a maturity of 14 years and an interest rate of LIBOR plus 190 basis points. The interest rate is calculated using the average 6-month LIBOR of 1.626% from November 2017 plus 190 basis points = 3.526%. The Industrial and Commercial Bank of China (ICBC) reportedly contributed $200 million to this loan syndicate. Other funders were Mizuho Bank, Ltd., the Japan Bank for International Cooperation (JBIC), African Development Bank and other eight private financial institutions. The purpose of the project is to construct the railway and port infrastructure that is needed to transport and export coal produced from the Moatize coal mine in Mozambique. It involves the construction of a 912 km railway that connects the Moatize coal mine developed by Vale S.A. and Mitsui & Co, Ltd. in Tete to the port of Nacala through part of Malawi. The railway has three sections: (1) the Nacala-to-Velha section that connects the village of Andre Mossuril to the town of Nacala-a-Velha; (2) the Lumbo section that connects the city of Monapo to the port village of Lumbo; and (3) the Cuamba-Lichinga section that connects the town of Cuamba to the city of Lichinga. The project also involves the construction of an export terminal and a coal storage yard at the port of Nacala-a-Velha. Upon completion, the project will facilitate rail and ship transport of produced coal up to a volume of 18 million tons per annum. China Communications Construction Group Ltd. was one of the contractors involved in that implementation of this project. A groundbreaking ceremony for this project took place on May 12, 2017. On Janurary 20th, 2021, Mitsui & Co decided to sell its equity stake to Vale.",Implementation,Mixed,Loan (excluding debt rescheduling),Yes,OOF-like,Industrial and Commercial Bank of China (ICBC),African Development Bank (AfDB) (ADB) (BAD)|Japan Bank for International Corporation (JBIC)|Mizuho Bank,Corredor Logístico Integrado De Nacala SA,"Corredor Logístico Integrado De Nacala SA|China Communications Construction Co., Ltd. (CCCC)",,230467631.4,-14.532762,40.6235303,https://www.openstreetmap.org/way/325196105,precise
95,Port of Soyo,Angola,Africa,2016,73904,Yes,No,China (People's Republic of),2016,2018,CDB provides $60 million loan for Soyo City River and Land Terminal Construction Project (Linked to Project ID#66847 and #65751),"On 9 December 2015, China Development Bank (CDB) entered into a $15 billion facility agreement with the Government of Angola (see Project ID#66847). The facility is an oil prepayment facility with repayments being serviced through receivables from a designated oil contract.  The facility agreement has a maturity of 12 years, and its availability period expired on 9 December 2017.One of the subsidiary loans approved through this facility was a $60 million loan in 2016 for the Soyo City River and Land Terminal Construction Project.  The proceeds of this loan were used to finance a $70 million commercial contract with China Harbour Engineering Corporation (CHEC) (See: 中国港湾安哥拉索约水陆码头建造项目开工).  This project involved the construction of a 200-meter-long wharf, including 2 berths for cargo ships and 2 berths for passenger ships, in the municipality of Soyo and the province of Zaire. Construction began on 4 November 2016; and it ended on or around 24 December 2018 (See: 中国港湾安哥拉索约水陆码头建造项目开工 and CONCLUÍDAS OBRAS DO TERMINAL FLUVIAL DO SOYO).See Project ID#65751 for other construction projects financed through the 2015 CDB facility.",Completion,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,China Development Bank (CDB),,Government of Angola,"China Harbour Engineering Co., Ltd.|Government of Angola",,70848270.5,-6.1333775,12.3717548,,approximate location
97,Port of Takoradi,Ghana,Africa,2011,73196,No,No,China (People's Republic of),0,0,CDB pledges loan for Phase 1 of the Takoradi Port Expansion Project,"The Takoradi Port Expansion Project (TPEP) involves the construction of a dry bulk terminal (jetty), an oil jetty, and a multipurpose terminal on a reclaimed land area of 53,000 hectares in the city of Takoradi. The project is being implemented in two phases. Phase 1 involves the dredging of the access channel, the extension of the breakwater northward by 1.75 kilometers (to reduce the intensity of wave action inshore), the construction of bulk oil service terminal, the construction of quay walls, the reclamation of a land area of 53,000 hectares, the installation of new security and fire service posts, the installation of new entry and exit gates, and the construction of an access road to the port and a new bridge over the existing railway line and reclamation works. Phase 2 involves involves the development of physical infrastructure within the port, including the construction of good road network in and out of the port and the construction of a container terminal in Sekondi. Upon completion, it is expected that the TPEP will position Takoradi Port as a petroleum hub providing services for offshore operations in Ghana and the West African sub-region. On August 31, 2012, China Harbour Engineering Company (CHEC) signed a $150 million commercial (EPC) contract with Ghana Ports and Harbours Authority (GPHA) for the implementation of the first phase of the project. At the time, GPHA and CHEC announced that Phase 1 would be supported by a commercial loan from China Development Bank. However, when Phase 1 commenced in September 2013, GPHA had apparently replaced CHEC with a Belgium company called Jan De Nul. While China Development Bank reportedly agreed in principle to finance this project with a loan, there is no evidence that this pledge resulted in official loan commitment. Also, while it was originally envisaged that the second phase of the project would financed through the $3 billion master facility agreement that the Government of Ghana signed with CDB in 2011, this plan did not come to fruition (see #2034).",Pipeline: Pledge,Development,Loan (excluding debt rescheduling),Vague,Vague (Official Finance),China Development Bank (CDB),,Government of Ghana,"China Harbour Engineering Co., Ltd.",,0.0,4.88707333,-1.7351962,https://www.openstreetmap.org/way/756865759,boundary not clear
100,Port of Tema,Ghana,Africa,2016,59302,Yes,No,China (People's Republic of),2016,2020,Bank of China contributes $231 million to $667 million syndicated loan for the Tema Port Expansion Project (Linked to Project ID#73212),"In 2016, a syndicate of banks (including the IFC, FMO, Bank of China, Standard Bank, and ICBC) signed a $667 million loan agreement with Meridian Port Services Ltd (MPS) — a project company and special purpose vehicle — for the Tema Port Expansion Project. The IFC contributed $195 million and four additional banks (the Bank of China, the Industrial and Commercial Bank of China, the Standard Bank, and the Dutch development bank FMO) contributed $231 million. Four different branches of Bank of China (the Shanghai Branch, the Luxembourg branch, the Paris branch, and the Stockholm branch) collectively contributed $231 million to the loan syndicate and ICBC reportedly contributed $144.3 million to the loan syndicate. Project ID#59302 captures the contribution from Bank of China and #73212 captures the contribution from ICBC. Meridian Port Services Ltd (MPS) — a joint venture between the Ghana Ports and Harbours Authority (GPHA) and Meridian Port Holdings Limited (a joint venture between APM Terminals and Bolloré Africa Logistics) — is a special purpose vehicle (SPV) that was created for the sole purpose of managing a concession to develop a state-of-the-art container terminal at Ghana’s Tema Port as part of the port's vision of becoming a center of excellence and the port of choice in West Africa. Meridian Port Services Limited is 70% owned by a joint venture between APM Terminals and Bolloré Africa Logistics, and 30% owned by the Ghana Ports and Harbours Authority. The concession agreement grants MPS the exclusive right to stevedore any vessel carrying more than 50 containers and to conduct all shore handling for a period of 20 years. The Tema Port Expansion Project, which is reportedly being financed according to a 68:32 debt-to-equity ratio, involved the dredging of a 19-meter-deep port access channel, the dredging of a new 1.4-kilometer-long quay for four container berths (with a 16 meter draft), and the creation of a 4-kilometer-long breakwater that will enable the expanded Tema Port to accommodate some of the world’s largest container ships and improve cargo-handling services and capacity. These activities were expected to enhance the port’s competitiveness as a leading maritime hub in West Africa. China Harbor Engineering Company and AECOM were the primary contractors responsible for implementation.Construction began on October 1, 2016, and a formal groundbreaking ceremony took place on November 16, 2016.  The expanded port was then opened for use on July 3, 2019. The project was officially completed on April 30, 2020.",Completion,Mixed,Loan (excluding debt rescheduling),Vague,OOF-like,Bank of China (BOC),Industrial and Commercial Bank of China (ICBC)|International Finance Corporation (IFC)|Netherlands Development Finance Company (FMO)|Standard Bank of South Africa Limited (Standard Bank),Meridian Port Services Limited,"AECOM|China Harbour Engineering Co., Ltd.",,272765841.4,5.61552285,-0.0149687,https://www.openstreetmap.org/way/666974334,precise
